year,category,full_name,show,won
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,LYRIC ROSS,THIS IS US,True
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MACKENZIE HANCSICSAK,THIS IS US,True
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MANDY MOORE,THIS IS US,True
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MELANIE LIBURD,THIS IS US,True
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,MILO VENTIMIGLIA,THIS IS US,True
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,NILES FITCH,THIS IS US,False
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,STERLING K. BROWN,THIS IS US,True
2019 - 25th Annual,ENSEMBLE IN A DRAMA SERIES,SUSAN KELECHI WATSON,THIS IS US,True
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,ALISON BRIE,GLOW,False
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,JANE FONDA,GRACE AND FRANKIE,False
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,LILY TOMLIN,GRACE AND FRANKIE,False
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,ALEX BORSTEIN,THE MARVELOUS MRS. MAISEL,False
2019 - 25th Annual,FEMALE IN A COMEDY SERIES,RACHEL BROSNAHAN,THE MARVELOUS MRS. MAISEL,True
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,ROBIN WRIGHT ,HOUSE OF CARDS,False
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,SANDRA OH,KILLING EVE,True
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,JULIA GARNER,OZARK,False
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,LAURA LINNEY,OZARK,False
2019 - 25th Annual,FEMALE IN A DRAMA SERIES,ELISABETH MOSS,THE HANDMAID'S TALE,False
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,LADY GAGA,A STAR IS BORN ,False
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,MELISSA MCCARTHY,CAN YOU EVER FORGIVE ME?,False
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,EMILY BLUNT,MARY POPPINS RETURNS,False
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,OLIVIA COLMAN,THE FAVOURITE,False
2019 - 25th Annual,FEMALE LEAD IN A MOTION PICTURE,GLENN CLOSE,THE WIFE,True
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,EMILY BLUNT,A QUIET PLACE,True
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,MARGOT ROBBIE,MARY QUEEN OF SCOTS,False
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,EMMA STONE,THE FAVOURITE,False
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,RACHEL WEISZ,THE FAVOURITE,False
2019 - 25th Annual,FEMALE SUPPORT IN A MOTION PICTURE,AMY ADAMS,VICE,False
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),PATRICIA ARQUETTE ,ESCAPE AT DANNEMORA,True
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),EMMA STONE,MANIAC,False
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),AMY ADAMS,SHARP OBJECTS,False
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),PATRICIA CLARKSON,SHARP OBJECTS,False
2019 - 25th Annual,FEMALE TV MOVIE OR LIMITED SERIES (MINISERIES),PENÉLOPE CRUZ,THE ASSASSINATION OF GIANNI VERSACE: AMERICAN CRIME STORY,False
2019 - 25th Annual,MALE IN A COMEDY SERIES,BILL HADER,BARRY,False
2019 - 25th Annual,MALE IN A COMEDY SERIES,HENRY WINKLER ,BARRY,False
2019 - 25th Annual,MALE IN A COMEDY SERIES,ALAN ARKIN,THE KOMINSKY METHOD ,False
2019 - 25th Annual,MALE IN A COMEDY SERIES,MICHAEL  DOUGLAS,THE KOMINSKY METHOD,False
2019 - 25th Annual,MALE IN A COMEDY SERIES,TONY SHALHOUB,THE MARVELOUS MRS. MAISEL,True
2019 - 25th Annual,MALE IN A DRAMA SERIES,BOB ODENKIRK ,BETTER CALL SAUL,False
2019 - 25th Annual,MALE IN A DRAMA SERIES,JASON BATEMAN ,OZARK,True
2019 - 25th Annual,MALE IN A DRAMA SERIES,JOSEPH FIENNES,THE HANDMAID'S TALE,False
2019 - 25th Annual,MALE IN A DRAMA SERIES,STERLING K. BROWN,THIS IS US,False
2019 - 25th Annual,MALE IN A DRAMA SERIES,JOHN KRASINSKI,TOM CLANCY'S JACK RYAN,False
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,BRADLEY COOPER,A STAR IS BORN ,False
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,JOHN DAVID WASHINGTON,BLACKKKLANSMAN,False
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,RAMI MALEK,BOHEMIAN RHAPSODY,True
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,VIGGO MORTENSEN,GREEN BOOK,False
2019 - 25th Annual,MALE LEAD IN A MOTION PICTURE,CHRISTIAN BALE,VICE,False
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,SAM ELLIOTT,A STAR IS BORN,False
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,TIMOTHÉE CHALAMET,BEAUTIFUL BOY ,False
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,ADAM DRIVER,BLACKKKLANSMAN,False
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,RICHARD E. GRANT,CAN YOU EVER FORGIVE ME?,False
2019 - 25th Annual,MALE SUPPORT IN A MOTION PICTURE ,MAHERSHALA ALI,GREEN BOOK,True
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),HUGH GRANT,A VERY ENGLISH SCANDAL,False
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),ANTONIO BANDERAS,GENIUS: PICASSO,False
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),ANTHONY HOPKINS,KING LEAR,False
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),DARREN CRISS,THE ASSASSINATION OF GIANNI VERSACE: AMERICAN CRIME STORY,True
2019 - 25th Annual,MALE TV MOVIE OR LIMITED SERIES (MINISERIES),BILL PULLMAN,THE SINNER,False
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,GLOW,True
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,MARVEL'S DAREDEVIL,False
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,THE WALKING DEAD,False
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,TOM CLANCY'S JACK RYAN,False
2019 - 25th Annual,STUNT ENSEMBLE IN A COMEDY OR DRAMA SERIES,,WESTWORLD,False
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,ANT-MAN AND THE WASP,False
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,AVENGERS: INFINITY WAR,False
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,BLACK PANTHER,True
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,MISSION: IMPOSSIBLE FALLOUT,False
2019 - 25th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE BALLAD OF BUSTER SCRUGGS,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ALLISON WILLIAMS,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,BRADLEY WHITFORD,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,CALEB LANDRY JONES,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,CAREY MULLIGAN,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,CATHERINE KEENER,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,DANIEL KALUUYA,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,LAKEITH STANFIELD,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,STEPHEN ROOT,GET OUT,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,BEANIE FELDSTEIN,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,JORDAN RODRIGUES,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,LAURIE METCALF,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,LOIS SMITH,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,LUCAS HEDGES,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,MARIELLE SCOTT,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ODEYA RUSH,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,SAOIRSE RONAN,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,STEPHEN MCKINLEY HENDERSON,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,TIMOTHÉE CHALAMET,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,TRACY LETTS,LADY BIRD,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,GARRETT HEDLUND,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,JASON CLARKE,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,JASON MITCHELL,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,JONATHAN BANKS,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,MARY J. BLIGE,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ROB MORGAN,MUDBOUND,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ADEEL AKHTAR,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ANUPAM KHER,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,HOLLY HUNTER,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,KUMAIL NANJIANI,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,RAY ROMANO,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ZENOBIA SHROFF,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,ZOE KAZAN,THE BIG SICK,False
2018 - 24th Annual,CAST IN A MOTION PICTURE,,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,ABBIE CORNISH,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,CALEB LANDRY JONES,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,CLARKE PETERS,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,FRANCES MCDORMAND,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,JOHN HAWKES,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,LUCAS HEDGES,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,PETER DINKLAGE,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,SAM ROCKWELL,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,SAMARA WEAVING,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,WOODY HARRELSON,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,CAST IN A MOTION PICTURE,ŽELJKO IVANEK,THREE BILLBOARDS OUTSIDE EBBING MISSOURI,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ANTHONY ANDERSON,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DEON COLE,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JEFF MEACHUM,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JENIFER LEWIS,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LAURENCE FISHBURNE,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARCUS SCRIBNER,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARSAI MARTIN,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MILES BROWN,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,PETER MACKENZIE,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TRACEE ELLIS ROSS,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,YARA SHAHIDI,BLACK-ISH,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CHERYL HINES,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JB SMOOVE,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JEFF GARLIN,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LARRY DAVID,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SUSIE ESSMAN,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TED DANSON,CURB YOUR ENTHUSIASM,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ALISON BRIE,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BASHIR SALAHUDDIN,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BETTY GILPIN,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BRITNEY YOUNG,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BRITT BARON,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CHRIS LOWELL,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ELLEN WONG,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,GAYLE RANKIN,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JACKIE TOHN,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KATE NASH,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KIA STEVENS,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KIMMY GATEWOOD,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARC MARON,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARIANNA PALKA,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,REBEKKA JOHNSON,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,RICH SOMMER,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SUNITA MANI,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SYDELLE NOEL,GLOW,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ABIGAIL SAVAGE,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ADRIENNE C. MOORE,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ANNIE GOLDEN,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ASIA KATE DILLON,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BETH DOVER,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,BRAD WILLIAM HENKE,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CONSTANCE SHULMAN,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DALE SOULES,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DANIELLA DE JESUS,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DANIELLE BROOKS,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DASCHA POLANCO,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DIANE GUERRERO,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ELIZABETH RODRIGUEZ,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EMILY ALTHAUS,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EMILY TARVER,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EMMA MYLES,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,EVAN ARTHUR HALL,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,FRANCESCA CURRAN,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JACKIE CRUZ,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JESSICA PIMENTEL,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN PALLADINO,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JOLENE PURDY,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE LAKE,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KATE MULGREW,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KELLY KARBACZ,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KIMIKO GLENN,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LAURA GOMEZ,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LAURA PREPON,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LEA DELARIA,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,LIN TUCCI,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MATT PETERS,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL J. HARNEY,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MICHAEL TORPEY,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MIKE HOUSTON,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MIRIAM MORALES,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NATASHA LYONNE,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NICK DILLENBURG,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NICK SANDOW,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ROSAL COLON,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SELENIS LEYVA,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TARYN MANNING,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TAYLOR SCHILLING,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,UZO ADUBA,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,VICKY JEUDY,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,YAEL STONE,ORANGE IS THE NEW BLACK,False
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,ANNA CHLUMSKY,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,CLEA DUVALL,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,DAN BAKKEDAHL,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,GARY COLE,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,JULIA LOUIS-DREYFUS,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DUNN,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MARGARET COLIN,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,MATT WALSH,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,NELSON FRANKLIN,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL SCHEER,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,REID SCOTT,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SAM RICHARDSON,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH SUTHERLAND,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TIMOTHY SIMONS,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A COMEDY SERIES,TONY HALE,VEEP,True
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,AIDAN GILLEN,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,ALFIE ALLEN,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,ANTON LESSER,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,CONLETH HILL,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,EMILIA CLARKE,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,GWENDOLINE CHRISTIE,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,HAFBOR JULIUS BJORNSSON,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,ISAAC HEMPSTEAD WRIGHT,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,JACOB ANDERSON,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES FAULKNER,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,JEROME FLYNN,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,JIM BROADBENT,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN BRADLEY,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,KIT HARINGTON,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,KRISTOFER HIVJU ,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,LENA HEADY,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,LIAM CUNNINGHAM,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,MAISIE WILLIAMS,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,NATHALIE EMMANUEL,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,NIKOLAJ COSTER-WALDAU,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,PETER DINKLAGE,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,PILOU ASBAEK,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD DORMER,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD RYCROFT,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,RORY MCCANN,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,RUPERT VANSITTART,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE TURNER,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,STAZ NAIR,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,TOM HOPPER,GAME OF THRONES,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,,STRANGER THINGS,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,CALEB MCLAUGHLIN,STRANGER THINGS,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,CARA BUONO,STRANGER THINGS,False
2018 - 24th Annual,ENSEMBLE IN A DRAMA SERIES,CATHERINE CURTIN,STRANGER THINGS,False
